sentence,label,agreement
"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",negative,50Agree
Part of the reductions will be made through retirement arrangements .,neutral,75Agree
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",neutral,AllAgree
"pct lower at 4,442.10 .",neutral,50Agree
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral,AllAgree
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral,75Agree
"Previously , it projected the figure to be slightly lower than in 2009 .",neutral,75Agree
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",neutral,AllAgree
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral,AllAgree
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,AllAgree
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,neutral,AllAgree
Rihko said the sale will enable the company to concentrate on its grain-based business .,neutral,50Agree
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,neutral,AllAgree
RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .,neutral,50Agree
Rimi supermarket is the key customer in Magistral center .,neutral,75Agree
"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral,75Agree
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral,75Agree
Rosa is one of the best-known Duckburg illustrators .,neutral,50Agree
RSA 's shares closed at 156.9 p at the time of going to press .,neutral,AllAgree
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral,AllAgree
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral,AllAgree
"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",neutral,50Agree
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",positive,50Agree
"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",neutral,75Agree
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral,75Agree
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral,AllAgree
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",neutral,AllAgree
Stora Enso will receive a 19.9 pct equity interest in the combined company .,neutral,AllAgree
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral,AllAgree
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive,66Agree
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,neutral,75Agree
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",neutral,66Agree
"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",neutral,66Agree
"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",neutral,75Agree
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,neutral,AllAgree
Teleste expects to start the deliveries at the end of 2009 .,neutral,66Agree
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",neutral,75Agree
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",neutral,AllAgree
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",neutral,AllAgree
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,neutral,66Agree
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,66Agree
The agreement includes application maintenance and support services .,neutral,AllAgree
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral,AllAgree
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral,75Agree
The annual value of the contracts is estimated at USD 2mn over the next three years .,neutral,75Agree
"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",neutral,66Agree
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",neutral,66Agree
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,neutral,AllAgree
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral,AllAgree
"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",neutral,AllAgree
The business area 's net sales were slightly over 2m in 2006 .,neutral,AllAgree
The business development initiatives in North America are headed by Lynn Shanahan .,neutral,AllAgree
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,AllAgree
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral,AllAgree
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,AllAgree
The changes in readership were not significant .,neutral,75Agree
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,neutral,AllAgree
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",neutral,75Agree
"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .",neutral,50Agree
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",neutral,AllAgree
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,AllAgree
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,neutral,66Agree
The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,negative,50Agree
The company did not distribute a dividend in 2005 .,neutral,AllAgree
The company expects its net sales for the whole 2009 to be at previous year levels .,neutral,75Agree
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,AllAgree
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral,AllAgree
The company has 120 employees and annual sales of approximately EUR16m .,neutral,AllAgree
The company has an annual turnover of EUR32 .8 m.,neutral,AllAgree
